X,Y
105,154
104,147
97,154
99,152
100,147
100,153
102,153
100,151
111,150
102,147
111,148
106,151
106,147
102,151
103,152
106,157
101,144
99,158
97,144
96,153
104,151
104,147
97,146
94,151
96,149
96,149
109,152
106,155
97,152
105,150
99,152
96,151
103,154
110,143
105,148
95,146
103,146
106,145
102,147
96,151
105,150
88,155
104,143
100,147
107,152
101,150
104,143
102,147
109,148
104,151
109,150
101,148
101,150
102,151
110,147
98,151
95,158
103,156
92,157
101,146
107,154
110,149
107,146
102,149
102,153
98,149
104,149
99,156
94,143
107,150
109,146
92,155
96,151
92,155
100,147
106,153
98,149
102,151
102,149
98,147
100,151
115,154
99,150
94,157
102,149
103,152
112,155
107,150
98,151
109,150
97,154
109,156
109,144
96,141
98,149
94,157
113,148
99,146
103,152
98,149
111,144
105,150
105,152
101,146
107,150
100,149
106,151
100,147
101,146
102,145
97,142
105,152
100,153
100,155
104,151
105,154
109,152
107,150
99,150
100,153
109,148
106,153
95,152
107,156
94,147
101,148
100,157
106,155
108,159
102,151
94,149
106,151
98,151
102,153
112,157
92,149
106,155
104,145
98,149
96,149
106,151
98,153
95,150
97,152
99,144
106,149
101,152
107,150
104,155
96,145
107,156
104,149
109,152
111,154
97,142
95,150
109,146
98,149
106,153
108,155
106,155
109,152
107,150
111,150
101,146
101,148
97,148
106,149
105,156
103,150
104,153
107,150
101,148
98,151
103,144
103,154
97,150
108,151
99,146
95,144
96,145
107,152
95,158
102,147
97,150
98,145
108,151
106,151
106,151
102,145
103,150
106,145
93,150
112,151
99,156
99,154
98,155
96,149
102,149
109,150
103,148
104,143
104,155
103,154
102,157
97,146
109,150
97,160
101,152
104,149
108,147
98,143
100,149
102,149
94,155
95,158
106,153
104,153
107,148
100,155
97,150
107,152
100,157
104,149
100,151
100,147
101,154
103,148
105,148
102,159
103,148
100,149
98,157
111,154
92,147
104,149
108,159
100,149
104,151
103,148
104,153
97,156
110,155
113,148
106,155
102,147
102,149
100,153
106,149
104,149
107,144
108,147
101,152
102,151
94,151
100,151
104,147
109,154
105,148
107,148
103,146
99,154
107,148
99,148
96,151
98,147
102,151
108,149
111,148
108,149
107,146
104,153
100,155
103,146
104,147
110,149
104,157
96,141
106,155
97,146
105,154
97,154
99,144
100,145
106,145
102,165
109,150
109,150
101,156
108,153
100,151
105,144
107,150
92,151
110,151
104,147
103,148
90,155
108,149
96,145
101,152
102,155
106,145
107,150
108,147
96,151
96,153
103,154
114,151
105,154
108,147
93,152
104,147
100,143
100,149
100,151
98,153
100,145
99,144
104,143
108,147
94,153
94,149
109,154
104,155
103,150
102,153
98,151
99,144
105,144
103,148
95,158
100,151
107,148
105,152
107,154
108,147
102,163
102,145
103,158
98,147
113,150
98,141
100,153
102,147
111,150
96,143
109,146
103,154
105,154
98,153
104,149
98,145
101,148
106,149
109,154
102,149
97,152
105,146
102,149
107,148
104,151
112,153
107,148
105,156
100,155
102,153
108,153
95,150
93,150
101,150
104,147
104,145
103,148
99,152
102,147
105,156
102,147
108,149
92,149
102,153
106,149
96,149
103,154
100,147
103,148
109,146
105,150
108,161
98,147
94,145
103,142
107,146
103,150
97,146
97,142
111,146
105,142
96,157
106,149
94,143
103,146
94,157
113,146
103,150
99,150
108,151
101,146
101,152
107,146
100,151
105,152
104,145
107,150
107,158
96,149
99,150
98,151
100,153
106,141
106,157
93,154
103,150
105,152
95,148
99,146
102,149
109,148
98,149
103,146
106,153
110,151
102,147
101,144
97,150
106,145
102,147
108,143
101,148
105,148
104,149
102,159
98,151
104,155
103,156
109,152
96,155
100,159
101,154
110,153
104,153
110,149
103,150
105,150
94,145
105,150
102,143
96,155
101,154
99,148
105,154
97,146
105,150
97,146
103,152
104,151
102,149
104,147
104,149
96,145
95,150
110,153
103,142
103,148
104,151
103,154
100,153
109,152
99,152
91,144
110,157
103,154
95,146
95,152
98,147
101,152
103,142
101,152
101,150
102,155
109,146
100,151
107,152
98,145
99,150
108,153
105,154
100,147
103,154
105,146
102,147
111,148
102,147
103,150
102,151
99,148
103,154
103,146
99,154
103,148
97,150
100,149
95,146
110,149
101,154
101,148
100,161
97,150
108,145
104,151
107,148
100,147
103,150
94,157
106,145
100,155
102,151
107,152
103,150
97,144
106,147
99,148
104,155
109,150
101,148
107,150
100,153
95,142
103,154
97,144
97,150
104,153
109,154
110,155
100,153
108,155
97,154
106,147
103,154
102,153
98,155
107,160
98,147
100,149
97,152
108,151
109,152
110,153
97,154
102,145
106,147
101,154
103,148
101,152
104,149
92,143
101,148
103,150
103,164
99,150
103,150
101,146
95,148
104,147
104,149
102,147
110,149
98,145
99,152
101,146
92,147
100,153
101,150
100,153
109,150
101,150
110,153
103,146
103,148
112,149
101,158
111,150
95,148
94,157
102,149
96,145
102,149
109,150
103,152
108,161
105,144
102,147
98,153
96,157
94,147
102,149
105,144
103,150
104,151
97,142
100,155
100,153
103,140
104,155
102,153
104,147
97,156
96,153
104,155
100,149
102,153
107,148
105,148
99,150
107,152
98,145
102,155
113,148
100,153
100,147
94,153
107,152
105,148
99,148
104,141
103,152
99,152
102,147
98,151
101,146
101,156
96,147
101,140
100,151
98,153
105,148
101,150
99,150
104,149
104,151
110,151
102,151
94,145
103,150
108,151
99,144
104,153
101,150
105,156
93,156
108,155
99,150
99,144
107,150
112,155
109,152
97,150
105,150
99,150
105,152
109,152
104,145
96,153
109,156
96,161
110,149
98,149
104,149
102,147
102,151
97,152
103,152
93,154
96,145
106,147
100,141
98,147
104,151
104,155
95,154
98,153
104,157
107,154
106,151
104,151
110,149
100,149
103,150
108,155
103,148
109,146
107,146
104,149
101,156
94,153
94,147
102,151
105,154
100,149
105,152
97,146
106,147
96,157
104,149
106,149
103,150
102,151
103,148
102,139
113,152
100,145
97,160
100,145
102,151
106,151
101,150
94,149
98,159
114,149
100,153
105,148
100,149
92,149
103,152
106,153
97,150
109,150
105,150
104,153
109,148
95,148
102,157
105,144
95,148
107,146
102,155
97,146
99,152
93,148
105,154
97,150
101,146
113,150
99,146
102,151
105,152
101,148
100,153
104,155
104,149
97,142
101,144
94,145
106,155
102,159
108,149
107,152
101,148
98,151
97,150
102,149
94,155
99,152
97,146
111,152
102,153
100,151
100,147
106,151
100,157
104,147
107,148
99,148
103,156
107,154
107,150
103,144
94,155
110,151
111,154
104,151
105,148
98,145
105,142
89,154
97,148
98,155
98,139
94,153
102,153
99,148
107,148
105,146
103,152
113,156
102,153
100,149
104,155
106,149
97,146
109,150
100,151
94,145
100,151
93,148
92,161
101,148
91,144
101,150
111,150
95,150
99,154
99,154
101,152
104,143
106,145
103,152
111,150
95,158
99,148
96,151
99,142
97,150
95,152
99,152
101,150
107,148
104,147
101,154
110,149
92,153
101,152
100,149
107,148
101,146
100,151
105,150
112,151
103,144
106,153
102,153
105,148
100,145
92,145
110,149
105,154
105,146
99,154
103,152
97,148
107,150
107,144
101,150
105,146
95,146
104,147
100,149
106,149
105,150
93,146
101,146
99,150
105,150
111,154
109,146
101,150
98,155
104,143
102,151
99,152
106,151
116,151
100,139
104,147
102,151
109,152
98,151
107,144
97,148
105,144
107,152
106,147
107,150
101,150
104,147
106,147
111,154
105,152
96,149
96,147
94,153
97,148
104,155
101,150
104,153
96,151
92,149
106,149
96,153
96,149
108,151
108,151
101,146
103,154
103,154
98,151
95,142
106,143
99,148
96,151
96,151
98,149
111,152
101,146
100,149
102,151
107,154
103,146
101,150
97,156
106,151
102,153
102,153
103,150
107,152
103,146
109,146
102,151
104,151
103,152
105,152
105,146
105,152
109,148
105,152
92,153
108,147
107,150
102,145
107,150
101,148
109,154
98,151
99,150
101,144
111,146
105,146
106,147
93,156
98,141
102,153
99,150
103,148
96,147
99,144
120,149
106,155
105,154
96,151
103,152
105,148
104,153
108,155
102,151
100,151
98,147
99,146
97,154
106,155
96,149
95,152
92,141
104,147
101,152
110,153
112,151
107,146
109,150
101,146
108,149
101,162
92,147
103,152
98,151
104,145
94,155
98,151
105,148
101,148
105,148
111,152
110,149
104,143
106,147
104,151
106,147
106,143
100,139
99,150
96,153
92,145
95,148
96,157
91,150
106,147
113,156
109,148
111,152
103,156
111,146
113,146
105,150
100,151
107,150
91,152
107,148
103,144
102,149
98,149
107,146
102,151
97,150
111,150
105,150
92,151
108,155
109,142
104,151
104,151
106,149
108,151
101,156
105,150
109,154
103,146
102,157
108,153
96,149
107,148
108,149
98,151
104,151
93,156
99,144
101,144
99,148
101,156
107,146
109,150
102,153
110,153
103,146
96,155
102,151
103,146
106,143
106,149
100,149
98,155
106,149
99,146
111,150
104,151
101,146
102,155
101,148
93,150
105,144
94,153
105,144
106,145
98,147
108,151
109,152
106,153
102,149
102,147
106,149
109,154
100,147
96,151
105,152
109,146
112,151
97,154
112,153
106,147
107,150
103,156
96,153
108,143
101,154
101,152
100,149
98,153
100,153
110,155
99,152
91,146
100,147
106,157
103,148
101,150
103,152
108,151
110,151
100,149
101,154
104,149
102,149
99,144
111,148
108,153
105,152
107,150
109,154
98,151
108,149
99,150
106,153
101,148
110,147
101,152
100,155
106,151
102,145
99,148
102,143
112,153
108,147
100,149
103,150
103,156
106,149
97,152
110,149
113,148
101,154
104,149
99,152
102,147
98,145
107,150
102,147
98,153
82,155
101,148
98,155
100,155
93,144
90,151
96,149
99,148
100,149
110,149
97,150
105,150
102,151
98,153
102,155
97,146
103,150
104,157
102,151
107,146
109,144
101,148
95,146
98,151
102,145
104,149
99,154
93,144
112,141
101,156
110,149
111,150
93,148
100,155
108,153
102,149
100,153
96,147
107,152
100,153
99,150
103,148
100,155
111,150
100,143
100,147
107,148
112,145
107,150
97,150
96,153
103,152
103,156
105,148
103,148
95,150
95,152
103,150
101,148
100,155
96,153
97,146
101,150
104,151
103,150
107,148
98,153
108,149
101,150
107,156
101,144
102,147
104,161
107,152
100,149
98,153
102,159
105,154
102,153
102,151
100,149
109,150
109,146
105,152
105,152
106,139
102,149
91,150
105,152
100,145
102,153
105,150
111,148
109,150
102,155
109,148
101,152
100,145
103,148
99,152
104,155
99,148
104,151
95,152
108,145
106,153
100,149
107,154
104,151
98,155
100,159
102,145
97,152
101,148
102,153
99,156
105,150
101,154
103,154
101,154
105,146
109,150
107,144
110,149
106,149
102,143
95,150
98,149
102,151
108,151
100,151
100,149
103,150
108,153
107,156
107,154
87,154
108,155
100,151
96,149
98,147
100,153
97,152
105,158
106,143
95,158
109,152
101,140
99,144
103,150
98,145
107,142
94,155
112,157
103,146
106,149
100,145
110,147
101,150
103,150
103,146
101,152
106,155
98,151
103,146
104,157
100,143
105,146
97,150
91,154
95,150
105,158
96,145
101,156
104,149
94,149
102,153
104,155
104,155
96,149
107,152
106,153
96,149
106,149
92,151
100,151
104,145
99,152
99,146
102,145
106,145
105,140
103,156
106,151
107,152
102,149
108,147
106,153
98,145
95,148
101,150
99,152
106,149
91,152
102,153
98,145
101,140
94,153
101,152
98,147
103,162
104,155
102,149
96,147
94,145
97,150
95,150
96,149
99,150
97,140
108,145
96,153
98,151
108,155
113,146
102,149
109,150
106,149
102,151
105,154
102,151
103,148
97,154
98,149
108,151
105,146
93,152
103,150
101,152
102,147
103,150
104,155
101,152
103,146
108,149
101,156
100,155
105,152
99,152
102,149
107,154
102,149
103,150
103,146
106,151
102,145
107,146
100,151
106,151
102,145
93,150
99,154
104,151
103,144
94,149
105,150
106,151
105,144
114,151
98,145
94,151
104,159
95,146
108,155
108,145
108,145
98,147
102,151
106,149
103,144
106,151
107,144
103,148
98,141
114,147
100,149
103,152
106,149
101,150
114,151
104,153
103,146
114,147
93,146
104,145
97,150
97,148
105,152
97,150
106,149
106,151
102,149
104,151
96,149
111,158
101,154
97,148
103,148
105,152
98,151
108,145
101,156
107,144
108,149
103,150
97,156
107,152
102,153
107,150
104,145
104,155
106,151
107,152
106,141
97,158
105,154
105,146
105,146
111,148
103,148
103,154
103,146
102,151
108,151
93,154
110,149
110,153
109,154
104,147
109,148
109,148
105,154
101,158
101,150
110,149
104,151
108,151
107,152
